Age,Gender,Occupation,MonthlyDisposableIncome,HealthConsciousness,ExerciseFrequency,ConsumptionFrequency,TryNewBrand,SubscribePlan,SpendPerServing,PackagingFormat,PurchaseChannel,TopHealthBenefit,RecommendLikelihood,CurrentBrands,ExtraFeatures,Flavour_MixedBerry,Flavour_Mango,Flavour_GreenTea,Flavour_Chocolate,Flavour_Coffee,Flavour_Herbal,Flavour_Other,Context_PostWorkout,Context_Breakfast,Context_Afternoon,Context_Evening,Context_SpecialOccasion,Barrier_HighPrice,Barrier_PoorTaste,Barrier_LackTrust,Barrier_HardToFind,Barrier_UnsustainablePack,Rank_Taste,Rank_Price,Rank_NutritionalValue,Rank_BrandReputation,Rank_Packaging
18,Female,Self-employed,16438,4,None,Weekly,Yes,No,32.6,Can,Supermarket,Energy boost,3,BrandC,Low sugar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5
38,Male,Working professional,2519,4,3-4,Weekly,No,Yes,3.72,Jar,Supermarket,Weight management,4,BrandB,Organic,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,3,1
21,Female,Self-employed,3176,5,3-4,Rarely,Yes,Yes,4.48,Powder sachet,Gym/Fitness centre,Energy boost,3,BrandA,Organic,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,5,2,3,4,1
19,Male,Self-employed,14880,4,3-4,Rarely,Yes,No,32.26,Jar,Supermarket,Immune support,3,BrandB,Gluten-free,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2,5,3,4,1
32,Male,Homemaker,22393,4,1-2,Monthly,No,No,43.23,Bottle,Online retailer,Muscle recovery,4,BrandD,Gluten-free,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,4,1,2,5
29,Other,Retired,8157,4,3-4,Weekly,Yes,Yes,15.57,Powder sachet,Online retailer,Weight management,1,BrandA,Eco packaging,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,3,5,4
43,Male,Working professional,2226,4,5+,Daily,No,No,6.54,Bottle,Supermarket,Immune support,5,BrandA,Low sugar,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,2,4,1
33,Female,Working professional,29388,2,1-2,Monthly,Yes,Yes,60.05,Bottle,Convenience store,Immune support,4,BrandB,None,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,3,5,1,4,2
37,Male,Working professional,3048,2,5+,Monthly,Yes,Yes,5.43,Can,Online retailer,Weight management,5,BrandB,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,5,1,4
21,Female,Working professional,3635,2,1-2,Daily,Yes,No,5.87,Tetra Pak,Pharmacy,Digestive health,3,BrandA,Organic,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,4,5,2,3,1
20,Male,Working professional,6688,5,1-2,Daily,Yes,No,16.31,Bottle,Online retailer,Energy boost,4,BrandA,None,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,4,5,1,3
34,Other,Self-employed,19905,4,3-4,Daily,Yes,Yes,37.58,Tetra Pak,Gym/Fitness centre,Digestive health,4,BrandA,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,2,4
37,Male,Working professional,10600,4,None,Never,Yes,Yes,20.78,Powder sachet,Convenience store,Weight management,2,BrandB,No artificial flavors,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1,2,4,5
73,Male,Working professional,7139,4,1-2,Rarely,Yes,No,11.27,Bottle,Supermarket,Muscle recovery,5,BrandA,Organic,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,2,1,3
24,Male,Working professional,7457,3,3-4,Never,Yes,Yes,17.29,Tetra Pak,Online retailer,Energy boost,5,BrandD,None,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,2,1,3,5
23,Male,Working professional,5111,3,3-4,Daily,Yes,No,9.27,Bottle,Online retailer,Immune support,3,BrandC,Low sugar,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,5,3,2,1,4
35,Female,Student,8122,5,5+,Never,Yes,No,14.84,Can,Convenience store,Energy boost,5,BrandB,Organic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,3,4,1
23,Male,Homemaker,504,4,3-4,Daily,Yes,Yes,2.33,Bottle,Supermarket,Weight management,5,BrandC,Gluten-free,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,4,5
50,Female,Working professional,3763,5,1-2,Monthly,Yes,No,4.67,Tetra Pak,Online retailer,Muscle recovery,3,BrandC,High protein,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,5,4,2,3
41,Male,Working professional,6107,4,3-4,Rarely,Yes,No,13.48,Bottle,Supermarket,Muscle recovery,3,None,High protein,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,3,5,4
24,Male,Student,1744,4,3-4,Weekly,Yes,Yes,2.77,Jar,Convenience store,Muscle recovery,4,BrandD,Gluten-free,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,4,3,2,1
34,Female,Working professional,6958,4,5+,Weekly,Yes,Yes,11.51,Powder sachet,Online retailer,Muscle recovery,3,BrandC,High protein,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,5,2,4
34,Female,Working professional,4089,5,5+,Daily,No,Yes,6.2,Powder sachet,Pharmacy,Digestive health,3,BrandD,No artificial flavors,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,3,4,2,1,5
19,Male,Working professional,23859,5,5+,Daily,Yes,No,46.35,Bottle,Pharmacy,Energy boost,4,BrandB,No artificial flavors,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4,2,3,1,5
45,Male,Student,20246,1,3-4,Monthly,No,No,39.6,Bottle,Online retailer,Weight management,1,BrandB,No artificial flavors,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,5,4,2,1
26,Male,Working professional,3232,4,3-4,Monthly,No,Yes,4.07,Can,Online retailer,Weight management,4,BrandB,None,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,2,5,3,4
39,Female,Working professional,4291,4,1-2,Rarely,Yes,Yes,9.17,Tetra Pak,Online retailer,Immune support,3,BrandB,None,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,1,5,3
22,Female,Working professional,4598,4,5+,Monthly,Yes,Yes,6.75,Powder sachet,Online retailer,Weight management,3,BrandA,No artificial flavors,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,4,5
45,Male,Working professional,3273,3,1-2,Monthly,No,No,1.82,Jar,Online retailer,Energy boost,2,BrandA,Low sugar,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,3,5,4,1
23,Female,Working professional,5858,5,None,Daily,No,Yes,15.56,Can,Supermarket,Muscle recovery,4,BrandA,None,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,2,4,3
18,Female,Working professional,2484,5,1-2,Daily,Yes,No,5.36,Bottle,Supermarket,Weight management,4,None,Low sugar,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,2,5,4
46,Female,Other,1777,3,3-4,Never,No,Yes,7.57,Jar,Convenience store,Energy boost,5,BrandA,Organic,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,3,4,5
19,Female,Working professional,8608,5,3-4,Daily,No,No,15.13,Bottle,Supermarket,Muscle recovery,5,BrandC,None,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,5,1,3,2,4
22,Male,Working professional,8661,2,3-4,Monthly,Yes,No,18.28,Bottle,Gym/Fitness centre,Energy boost,2,None,Eco packaging,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,3,2,5,4
53,Male,Student,2383,2,5+,Daily,No,No,6.56,Powder sachet,Supermarket,Muscle recovery,3,BrandC,No artificial flavors,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,2,4,1,5
54,Male,Working professional,11002,2,5+,Rarely,Yes,Yes,21.63,Can,Online retailer,Weight management,4,BrandB,None,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4,1,5,3,2
28,Male,Student,2784,2,1-2,Rarely,Yes,No,2.68,Bottle,Supermarket,Weight management,3,BrandD,None,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,5,1,4,3
29,Female,Working professional,6172,5,1-2,Weekly,No,Yes,11.82,Bottle,Online retailer,Immune support,1,BrandB,No artificial flavors,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,3,4,5
25,Female,Other,10284,2,5+,Weekly,No,Yes,21.82,Bottle,Supermarket,Weight management,2,BrandA,None,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,3,2,5
22,Male,Working professional,4768,3,5+,Monthly,Yes,No,10.71,Tetra Pak,Online retailer,Weight management,4,None,High protein,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,4,5,2
22,Male,Student,7400,2,3-4,Weekly,Yes,No,14.8,Bottle,Online retailer,Digestive health,4,BrandA,Organic,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,4,3,1,2,5
31,Male,Student,3088,3,3-4,Daily,Yes,Yes,7.97,Powder sachet,Gym/Fitness centre,Energy boost,5,None,None,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,4,5,2,1
34,Female,Working professional,4118,2,1-2,Rarely,No,Yes,9.94,Bottle,Online retailer,Energy boost,4,BrandA,Low sugar,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,1,2,4
36,Male,Working professional,4084,4,5+,Daily,Yes,No,7.12,Can,Convenience store,Energy boost,4,BrandC,No artificial flavors,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,1,5,4,2
36,Female,Student,2510,2,3-4,Rarely,No,No,1.98,Bottle,Gym/Fitness centre,Muscle recovery,4,BrandB,No artificial flavors,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2,3,4,5,1
19,Male,Self-employed,4192,5,3-4,Monthly,No,Yes,8.76,Bottle,Supermarket,Weight management,3,None,High protein,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,5,2,1,3,4
26,Male,Working professional,1220,5,None,Daily,Yes,No,1.0,Tetra Pak,Supermarket,Muscle recovery,2,BrandB,Low sugar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,2,4
18,Other,Working professional,3159,1,5+,Monthly,Yes,Yes,6.61,Tetra Pak,Supermarket,Energy boost,5,None,None,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5,3,4,2,1
27,Other,Retired,3803,5,3-4,Monthly,Yes,No,10.3,Bottle,Supermarket,Energy boost,3,BrandB,High protein,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,4,3,2
24,Male,Student,3903,1,1-2,Weekly,Yes,No,8.68,Can,Online retailer,Muscle recovery,2,BrandC,Organic,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,5,3,4
44,Female,Other,3955,3,3-4,Weekly,Yes,Yes,10.5,Jar,Convenience store,Energy boost,3,BrandC,High protein,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,5,2,1,4,3
23,Female,Working professional,4649,1,3-4,Weekly,Yes,No,7.28,Bottle,Online retailer,Weight management,1,BrandA,Eco packaging,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,1,3,2,4
19,Female,Homemaker,7567,3,3-4,Weekly,Yes,Yes,17.31,Bottle,Gym/Fitness centre,Muscle recovery,2,BrandD,No artificial flavors,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,3,1,5,2
19,Male,Working professional,10797,4,3-4,Daily,Yes,No,24.95,Can,Supermarket,Immune support,4,BrandA,Low sugar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,5
35,Female,Self-employed,2739,5,3-4,Weekly,Yes,No,5.61,Tetra Pak,Supermarket,Energy boost,3,BrandB,Eco packaging,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,1,4
29,Female,Other,1664,3,5+,Weekly,Yes,No,7.97,Bottle,Pharmacy,Weight management,3,BrandD,Low sugar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,5
19,Female,Working professional,1924,4,None,Monthly,Yes,Yes,2.13,Bottle,Supermarket,Weight management,5,None,None,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,5,4
19,Male,Other,3170,3,1-2,Monthly,Yes,Yes,5.06,Tetra Pak,Pharmacy,Digestive health,5,BrandC,Low sugar,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4,3,2,1,5
32,Male,Working professional,3581,5,1-2,Monthly,Yes,Yes,8.46,Powder sachet,Supermarket,Immune support,4,BrandC,No artificial flavors,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,3,5,1,2
18,Male,Working professional,2458,3,3-4,Rarely,Yes,No,5.02,Can,Pharmacy,Immune support,4,BrandC,No artificial flavors,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,3,2,1,5,4
38,Female,Working professional,1531,2,3-4,Rarely,Yes,No,1.58,Bottle,Gym/Fitness centre,Weight management,2,None,Eco packaging,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,4,1,2,3,5
32,Male,Working professional,3260,3,5+,Monthly,No,No,7.76,Can,Online retailer,Weight management,5,None,Low sugar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,1,3,4
19,Female,Working professional,5787,3,3-4,Monthly,Yes,Yes,12.29,Bottle,Pharmacy,Weight management,4,BrandC,Organic,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,4
19,Other,Working professional,8396,4,3-4,Weekly,Yes,No,15.62,Bottle,Supermarket,Weight management,4,BrandB,Organic,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,3,1,2,5,4
69,Male,Working professional,2976,5,5+,Rarely,No,No,6.33,Can,Supermarket,Muscle recovery,4,BrandA,Eco packaging,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,1,4,3,5
23,Female,Self-employed,3389,2,1-2,Daily,Yes,No,8.3,Powder sachet,Supermarket,Energy boost,4,BrandA,Organic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5
23,Male,Self-employed,2134,4,5+,Weekly,Yes,Yes,3.05,Jar,Supermarket,Muscle recovery,4,None,Low sugar,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,2,3,1,5
38,Female,Working professional,4778,4,3-4,Rarely,No,Yes,10.59,Bottle,Online retailer,Immune support,4,None,Low sugar,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,4,2,1
53,Male,Working professional,2290,5,3-4,Daily,No,No,2.85,Jar,Pharmacy,Energy boost,4,BrandC,None,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,5,2,4,1
69,Female,Working professional,8232,3,3-4,Daily,No,No,15.12,Bottle,Supermarket,Muscle recovery,5,None,None,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,2,5,1
34,Female,Working professional,985,4,3-4,Monthly,No,Yes,4.19,Bottle,Convenience store,Energy boost,4,BrandB,Gluten-free,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4,3,2,5,1
23,Female,Student,3556,5,1-2,Monthly,Yes,No,8.34,Powder sachet,Convenience store,Energy boost,1,BrandC,No artificial flavors,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,2,4,3,5,1
19,Female,Working professional,6445,4,3-4,Rarely,Yes,Yes,9.12,Powder sachet,Gym/Fitness centre,Energy boost,4,BrandC,Low sugar,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,5,1,4
36,Female,Working professional,5799,4,3-4,Rarely,Yes,No,10.85,Bottle,Convenience store,Energy boost,5,BrandB,No artificial flavors,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,4,3,5
27,Female,Other,55477,2,5+,Daily,Yes,No,111.93,Bottle,Gym/Fitness centre,Energy boost,3,BrandC,No artificial flavors,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,3,5
24,Female,Working professional,6733,3,3-4,Daily,Yes,Yes,13.74,Bottle,Online retailer,Muscle recovery,5,BrandB,No artificial flavors,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,5,3,1,4
46,Female,Working professional,1991,4,5+,Monthly,No,No,5.22,Can,Online retailer,Digestive health,4,BrandC,No artificial flavors,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,3,1,4
19,Male,Working professional,4510,4,3-4,Weekly,Yes,Yes,9.25,Powder sachet,Online retailer,Energy boost,4,BrandC,No artificial flavors,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,3,1,4,2
26,Female,Student,994,2,3-4,Monthly,Yes,Yes,1.72,Bottle,Supermarket,Digestive health,5,None,Low sugar,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,2,5,3,1
18,Female,Working professional,4571,4,3-4,Daily,No,No,8.82,Can,Supermarket,Digestive health,5,BrandD,Low sugar,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,4,2,5,1,3
25,Female,Working professional,2322,4,3-4,Weekly,No,Yes,6.83,Bottle,Online retailer,Muscle recovery,5,BrandB,Low sugar,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,2,4,3
18,Male,Working professional,11202,4,5+,Monthly,Yes,Yes,23.79,Bottle,Supermarket,Weight management,1,BrandB,Organic,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,3,4,5
19,Female,Working professional,2997,4,3-4,Monthly,No,Yes,6.8,Jar,Convenience store,Energy boost,3,BrandA,Organic,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,4,2,1
19,Male,Other,4424,5,3-4,Monthly,No,Yes,9.03,Jar,Online retailer,Muscle recovery,4,BrandB,Organic,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,2,3,1
30,Female,Homemaker,2774,3,None,Weekly,Yes,Yes,4.45,Bottle,Supermarket,Digestive health,5,BrandC,Organic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,3,1,2
34,Male,Working professional,23505,5,3-4,Weekly,Yes,Yes,46.4,Bottle,Supermarket,Weight management,5,BrandA,Organic,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,5,1,3,4
28,Female,Working professional,3681,3,1-2,Daily,Yes,No,9.49,Bottle,Online retailer,Muscle recovery,3,BrandC,Organic,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,3,5,2,1
57,Other,Working professional,25573,3,3-4,Daily,Yes,Yes,53.09,Can,Supermarket,Energy boost,2,BrandB,Organic,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,3,2,5,4
23,Male,Working professional,10226,3,1-2,Weekly,Yes,No,19.15,Bottle,Supermarket,Muscle recovery,5,BrandA,No artificial flavors,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,4,3,2,5,1
22,Other,Working professional,7584,2,1-2,Weekly,No,Yes,15.37,Can,Convenience store,Energy boost,4,BrandB,Gluten-free,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,4,3,1,5
42,Male,Student,6849,3,1-2,Monthly,No,Yes,14.69,Bottle,Supermarket,Muscle recovery,4,BrandB,None,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,3,2,1,5
21,Female,Working professional,7005,2,1-2,Weekly,No,Yes,14.88,Bottle,Online retailer,Muscle recovery,5,BrandA,None,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,2,4,5
57,Female,Working professional,867,5,1-2,Monthly,No,No,2.58,Jar,Supermarket,Weight management,3,BrandB,No artificial flavors,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,2,3,1,4,5
18,Female,Working professional,3824,2,5+,Rarely,No,No,5.42,Bottle,Convenience store,Energy boost,2,BrandB,No artificial flavors,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,4,5,1
60,Female,Other,10516,4,3-4,Weekly,Yes,No,18.69,Jar,Online retailer,Immune support,5,BrandB,Low sugar,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4,5,1,2,3
18,Female,Retired,4703,1,3-4,Daily,Yes,Yes,11.75,Can,Online retailer,Weight management,2,BrandB,None,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,5,1,4,3
44,Male,Self-employed,1388,5,3-4,Daily,No,No,5.79,Jar,Gym/Fitness centre,Muscle recovery,2,BrandB,Gluten-free,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,5,1,4,3,2
27,Male,Working professional,4688,4,1-2,Monthly,Yes,Yes,6.41,Bottle,Online retailer,Muscle recovery,3,BrandA,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,4,3,1
77,Female,Homemaker,22781,1,5+,Weekly,Yes,Yes,45.51,Tetra Pak,Supermarket,Digestive health,3,BrandA,Organic,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4,3,2,1,5
18,Female,Student,59428,5,1-2,Daily,Yes,No,120.48,Bottle,Online retailer,Energy boost,3,BrandD,No artificial flavors,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,4,1,3,2,5
27,Female,Self-employed,4648,4,1-2,Monthly,No,Yes,4.89,Powder sachet,Supermarket,Digestive health,4,BrandB,Low sugar,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,4,3,1
59,Female,Student,11572,5,3-4,Daily,Yes,No,21.0,Tetra Pak,Online retailer,Energy boost,5,BrandC,None,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,5,3,4
26,Male,Self-employed,3534,4,1-2,Monthly,No,Yes,6.88,Bottle,Online retailer,Energy boost,3,BrandB,Organic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,4,2
29,Female,Working professional,1061,4,3-4,Monthly,Yes,No,1.0,Bottle,Pharmacy,Muscle recovery,5,None,Eco packaging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,5
32,Male,Homemaker,2139,5,1-2,Rarely,Yes,No,4.7,Powder sachet,Supermarket,Immune support,1,BrandB,Organic,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,4,3,5,2
25,Female,Retired,20062,4,3-4,Daily,Yes,No,43.06,Powder sachet,Supermarket,Energy boost,2,BrandC,None,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,3,5,1,4
29,Male,Student,3841,1,3-4,Rarely,No,Yes,5.98,Powder sachet,Convenience store,Weight management,4,BrandA,Organic,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,2,1,5,4
28,Male,Working professional,3948,5,1-2,Rarely,Yes,Yes,8.0,Jar,Convenience store,Weight management,5,BrandC,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,3,2
45,Male,Other,3752,4,3-4,Weekly,No,No,6.81,Jar,Convenience store,Energy boost,5,BrandC,No artificial flavors,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,1
18,Male,Working professional,27275,4,1-2,Daily,Yes,Yes,54.82,Can,Online retailer,Immune support,2,BrandA,Eco packaging,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,2,3,5,4,1
21,Female,Homemaker,21234,1,3-4,Weekly,Yes,No,42.48,Bottle,Supermarket,Muscle recovery,3,BrandA,Organic,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,1,3,5,4
54,Male,Working professional,36203,4,None,Rarely,Yes,No,77.68,Bottle,Pharmacy,Digestive health,5,None,None,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,3,2,4
44,Male,Working professional,4259,5,3-4,Rarely,Yes,Yes,11.5,Tetra Pak,Supermarket,Weight management,3,None,Gluten-free,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,4,5,2,3,1
25,Male,Working professional,6413,3,3-4,Monthly,Yes,No,9.66,Can,Supermarket,Weight management,4,BrandC,No artificial flavors,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,5,1,2,4,3
29,Male,Working professional,1255,4,1-2,Rarely,Yes,No,1.0,Can,Supermarket,Muscle recovery,1,None,Eco packaging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2,5
21,Male,Self-employed,18569,4,5+,Daily,No,Yes,35.58,Bottle,Online retailer,Weight management,4,BrandA,Low sugar,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,2,1,3,5,4
20,Male,Working professional,1718,5,5+,Daily,Yes,Yes,1.0,Tetra Pak,Supermarket,Muscle recovery,4,BrandD,Organic,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,2,3,5
25,Female,Working professional,5974,4,3-4,Never,Yes,Yes,9.21,Bottle,Gym/Fitness centre,Energy boost,4,BrandB,Eco packaging,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,4,3,1
23,Female,Working professional,1831,3,3-4,Rarely,No,Yes,3.31,Can,Supermarket,Weight management,5,BrandC,High protein,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,1,3,4
28,Female,Working professional,2893,5,1-2,Weekly,Yes,No,4.31,Can,Supermarket,Digestive health,2,BrandD,Eco packaging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,5,2,3
18,Male,Homemaker,2313,4,3-4,Rarely,Yes,Yes,2.84,Bottle,Online retailer,Digestive health,4,BrandA,Eco packaging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,3,2
61,Male,Other,2844,2,1-2,Never,Yes,No,9.73,Powder sachet,Supermarket,Energy boost,4,BrandC,Gluten-free,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,4,3,2
69,Female,Working professional,3025,2,1-2,Rarely,Yes,Yes,4.71,Can,Convenience store,Digestive health,2,BrandB,None,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,5,4,2,1
32,Female,Self-employed,3001,4,5+,Rarely,Yes,No,5.12,Powder sachet,Convenience store,Muscle recovery,2,BrandB,No artificial flavors,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,4,3,1,5
27,Male,Self-employed,10405,3,3-4,Rarely,No,No,22.29,Bottle,Supermarket,Muscle recovery,3,None,Eco packaging,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,4,1,5,3
22,Male,Working professional,1818,3,3-4,Daily,Yes,Yes,2.74,Bottle,Convenience store,Energy boost,3,None,None,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,3,4,5
38,Male,Other,5994,5,1-2,Rarely,Yes,Yes,9.66,Bottle,Online retailer,Weight management,5,BrandA,No artificial flavors,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,4,5
